Age,Gender,Race,Prior_Offenses,Risk_Score,Re-Offend,Employment_Status,Location,Family_Background
59,0,0,1,0.45134499,0,Employed,Urban,No Criminal Background
32,0,0,0,1,0,Unemployed,Rural,No Criminal Background
39,1,1,2,1,0,Student,Urban,Criminal Background
23,1,2,1,0.642010519,0,Unemployed,Rural,Criminal Background
69,0,3,2,0.395190152,0,Student,Urban,No Criminal Background
32,1,2,4,0.341793881,1,Student,Rural,No Criminal Background
41,1,0,2,0.323083075,0,Unemployed,Rural,Criminal Background
38,1,3,3,0.544547854,1,Part-Time,Urban,No Criminal Background
24,0,2,2,1,0,Part-Time,Rural,No Criminal Background
46,0,1,1,0.473779525,0,Employed,Rural,Criminal Background
49,0,0,2,0.219558674,1,Part-Time,Rural,No Criminal Background
49,0,3,2,0.575335405,1,Part-Time,Urban,Criminal Background
22,0,3,3,0.091694964,0,Unemployed,Rural,Criminal Background
21,0,3,3,0.93147384,0,Unemployed,Rural,No Criminal Background
39,0,3,0,0.570194093,1,Employed,Urban,Criminal Background
35,1,0,1,0.496374808,1,Student,Urban,Criminal Background
52,0,0,0,0.438973233,1,Unemployed,Rural,Criminal Background
34,0,1,3,1,0,Unemployed,Urban,No Criminal Background
67,0,1,2,0.144226101,0,Unemployed,Rural,No Criminal Background
67,0,1,3,1,0,Part-Time,Urban,No Criminal Background
41,0,2,4,0.524185289,1,Unemployed,Urban,Criminal Background
19,0,1,2,1,0,Employed,Urban,Criminal Background
30,0,0,0,0.801637604,0,Employed,Urban,No Criminal Background
32,0,2,2,0.138364768,1,Unemployed,Rural,No Criminal Background
22,1,0,4,0.831536287,0,Student,Urban,Criminal Background
20,1,2,3,0.823728527,1,Unemployed,Rural,No Criminal Background
54,0,1,1,0.044770451,0,Employed,Rural,Criminal Background
54,0,1,1,0.203843109,0,Student,Rural,No Criminal Background
54,1,1,1,0.762753667,0,Part-Time,Urban,No Criminal Background
20,0,2,3,0.838189636,0,Unemployed,Urban,No Criminal Background
52,0,0,1,0.821316576,0,Employed,Urban,No Criminal Background
69,1,3,4,0.720245401,0,Part-Time,Urban,Criminal Background
40,0,0,3,0.761745548,0,Employed,Rural,No Criminal Background
45,0,1,1,1,1,Part-Time,Urban,Criminal Background
47,0,2,0,0.66422399,0,Employed,Rural,Criminal Background
35,1,2,3,0.260791386,0,Employed,Urban,No Criminal Background
69,1,1,3,1,0,Part-Time,Urban,Criminal Background
53,0,2,2,0.026612065,0,Unemployed,Rural,Criminal Background
50,1,1,1,0.48386147,1,Employed,Urban,No Criminal Background
43,1,0,0,0.801757322,0,Student,Urban,No Criminal Background
65,1,2,4,0.51579092,0,Unemployed,Rural,No Criminal Background
57,0,3,3,0.030049633,1,Student,Urban,No Criminal Background
34,1,2,4,0.069279948,0,Employed,Rural,No Criminal Background
57,1,1,4,0.899011394,0,Part-Time,Rural,No Criminal Background
24,1,3,4,1,1,Unemployed,Urban,Criminal Background
25,0,1,2,0.764882999,1,Part-Time,Rural,Criminal Background
48,1,2,4,0.532095709,0,Part-Time,Rural,No Criminal Background
29,1,3,1,0.318325213,0,Student,Urban,Criminal Background
65,0,3,1,0.282359741,1,Student,Urban,Criminal Background
48,1,2,0,0.024132729,0,Unemployed,Urban,Criminal Background
61,1,3,0,0.329593003,1,Unemployed,Rural,No Criminal Background
36,1,0,4,0.542300857,1,Unemployed,Rural,No Criminal Background
27,0,3,4,0.239519237,0,Student,Urban,No Criminal Background
56,0,3,2,0.110975619,0,Student,Rural,No Criminal Background
29,1,0,4,0.753614261,0,Part-Time,Rural,Criminal Background
37,1,1,4,1,0,Part-Time,Urban,No Criminal Background
54,1,1,4,1,0,Part-Time,Urban,No Criminal Background
65,1,0,3,0.781768392,1,Unemployed,Urban,No Criminal Background
58,1,3,3,0.055413312,0,Employed,Rural,Criminal Background
24,1,2,2,0.777905761,0,Student,Rural,Criminal Background
69,0,0,2,0.153197617,1,Unemployed,Urban,Criminal Background
31,1,2,1,0.703235524,0,Student,Rural,No Criminal Background
28,1,1,2,1,0,Employed,Urban,No Criminal Background
24,1,0,1,0.798451182,0,Student,Urban,Criminal Background
46,0,2,4,1,0,Student,Urban,Criminal Background
27,1,3,2,0.775053599,1,Student,Rural,Criminal Background
46,0,0,2,0.800657294,0,Part-Time,Rural,No Criminal Background
26,1,2,2,0.302313364,0,Employed,Rural,No Criminal Background
53,1,0,1,1,0,Unemployed,Rural,Criminal Background
65,1,0,1,0.238479146,1,Unemployed,Rural,Criminal Background
27,1,1,0,1,1,Unemployed,Rural,Criminal Background
36,1,1,1,0.375195052,0,Employed,Urban,No Criminal Background
48,1,3,1,0.130163594,1,Student,Urban,No Criminal Background
34,0,1,3,1,0,Unemployed,Urban,Criminal Background
26,1,1,2,0.002994544,0,Employed,Urban,Criminal Background
62,1,1,1,1,1,Part-Time,Rural,No Criminal Background
50,1,2,2,0.288543026,0,Employed,Urban,Criminal Background
51,0,0,2,0.9731934,0,Part-Time,Urban,No Criminal Background
62,1,1,3,0.829775019,0,Employed,Urban,No Criminal Background
41,0,2,2,0.769441749,0,Part-Time,Rural,Criminal Background
26,1,0,1,0.462129247,0,Unemployed,Urban,No Criminal Background
24,1,1,2,0.078411926,0,Employed,Urban,No Criminal Background
33,0,1,0,1,0,Part-Time,Urban,No Criminal Background
36,0,0,0,0.187994175,0,Student,Urban,No Criminal Background
56,1,2,3,0.44950231,0,Unemployed,Rural,No Criminal Background
23,0,2,1,0.877163222,0,Unemployed,Rural,No Criminal Background
67,0,3,3,0.530479112,1,Part-Time,Urban,Criminal Background
68,1,0,0,0.198660635,0,Part-Time,Urban,No Criminal Background
28,1,3,1,0.147647175,1,Employed,Rural,No Criminal Background
29,1,2,2,0.129408586,1,Part-Time,Rural,No Criminal Background
59,0,1,1,1,0,Part-Time,Rural,No Criminal Background
30,1,3,4,0.033137527,0,Student,Rural,No Criminal Background
29,1,2,1,1,0,Unemployed,Urban,Criminal Background
38,0,2,2,0.229300637,0,Part-Time,Rural,No Criminal Background
27,0,1,4,0.145625432,0,Part-Time,Urban,No Criminal Background
37,1,0,3,0.666402261,0,Student,Rural,Criminal Background
67,0,2,1,0.096783009,0,Part-Time,Urban,No Criminal Background
53,0,3,3,0.695833519,1,Student,Rural,Criminal Background
45,0,1,1,1,1,Unemployed,Urban,Criminal Background
41,1,0,0,0.057836861,0,Unemployed,Rural,No Criminal Background
22,1,0,0,0.839862035,0,Student,Rural,Criminal Background
54,1,0,2,0.433925185,0,Student,Urban,Criminal Background
29,0,2,0,0.221931217,0,Unemployed,Urban,No Criminal Background
52,1,0,4,0.2126365,1,Unemployed,Rural,No Criminal Background
57,1,2,4,0.918764544,1,Student,Urban,Criminal Background
19,0,1,1,0.145999593,0,Employed,Urban,Criminal Background
67,0,1,3,1,0,Unemployed,Rural,No Criminal Background
58,1,0,4,0.65717538,0,Unemployed,Rural,No Criminal Background
62,0,1,1,0.054131864,1,Student,Rural,No Criminal Background
56,1,3,3,0.464476146,0,Student,Urban,No Criminal Background
59,1,3,0,0.85832199,0,Student,Rural,No Criminal Background
26,1,2,1,0.83876422,1,Employed,Rural,Criminal Background
39,0,0,3,0.591426725,1,Student,Urban,Criminal Background
64,0,2,2,1,1,Employed,Urban,Criminal Background
22,1,1,2,0.1516596,0,Student,Rural,Criminal Background
29,1,0,4,0.909941053,0,Student,Urban,No Criminal Background
18,1,2,3,0.846441208,0,Employed,Urban,Criminal Background
61,1,0,2,0.743690667,1,Part-Time,Rural,Criminal Background
39,0,0,4,1,1,Unemployed,Urban,Criminal Background
55,1,2,1,0.543815507,1,Student,Urban,No Criminal Background
68,1,0,1,0.675162429,0,Part-Time,Urban,No Criminal Background
36,0,1,3,0.776988926,1,Employed,Rural,No Criminal Background
33,1,3,3,0.390971384,0,Student,Urban,No Criminal Background
48,1,3,3,0.597303837,0,Employed,Rural,Criminal Background
68,1,0,3,0.270338599,0,Employed,Rural,Criminal Background
20,1,3,2,0.440279171,0,Employed,Urban,Criminal Background
40,1,0,2,0.294814178,0,Part-Time,Rural,Criminal Background
59,0,2,4,0.156128937,1,Employed,Rural,Criminal Background
35,0,1,2,0.513015613,1,Unemployed,Rural,Criminal Background
43,0,3,1,0.93718594,0,Student,Urban,Criminal Background
30,0,2,4,0.44014829,0,Student,Rural,Criminal Background
35,1,1,2,1,0,Unemployed,Rural,No Criminal Background
20,0,3,3,0.202353522,0,Student,Rural,Criminal Background
40,0,3,2,0.563734748,0,Unemployed,Rural,Criminal Background
20,0,1,0,0.159190512,1,Part-Time,Rural,No Criminal Background
42,0,2,4,0.160107328,0,Employed,Rural,Criminal Background
44,0,2,2,0.713139019,1,Part-Time,Rural,Criminal Background
61,0,3,2,0.768464499,1,Unemployed,Urban,No Criminal Background
44,0,1,1,0.309816009,0,Employed,Urban,No Criminal Background
69,0,2,3,0.521865514,0,Part-Time,Urban,Criminal Background
56,1,1,3,1,1,Employed,Rural,No Criminal Background
42,0,1,1,0.241443291,0,Employed,Rural,No Criminal Background
41,1,3,1,0.021131586,1,Part-Time,Urban,No Criminal Background
25,0,1,0,0.903665265,1,Student,Rural,No Criminal Background
26,0,1,4,0.085270794,0,Unemployed,Rural,Criminal Background
63,0,0,3,1,1,Part-Time,Urban,No Criminal Background
54,1,1,1,0.844933713,0,Part-Time,Rural,No Criminal Background
47,1,2,1,0.470396353,1,Student,Urban,Criminal Background
36,0,3,4,0.543940563,0,Unemployed,Urban,No Criminal Background
33,1,3,1,0.601724191,1,Part-Time,Rural,No Criminal Background
41,0,1,0,0.119624256,0,Employed,Urban,No Criminal Background
61,1,1,4,1,1,Unemployed,Rural,Criminal Background
38,1,2,0,0.722616589,0,Student,Rural,No Criminal Background
53,1,0,2,0.202376347,0,Part-Time,Urban,No Criminal Background
57,0,3,3,0.649781117,0,Employed,Rural,No Criminal Background
56,1,0,1,0.176997954,1,Unemployed,Rural,No Criminal Background
64,1,2,4,0.017552718,0,Part-Time,Urban,No Criminal Background
23,0,3,0,0.837484186,0,Unemployed,Rural,No Criminal Background
22,1,2,3,0.74899826,1,Employed,Rural,Criminal Background
31,0,1,3,0.770479489,1,Employed,Urban,No Criminal Background
62,0,2,1,0.268082723,0,Unemployed,Rural,Criminal Background
59,1,1,3,0.760321622,1,Employed,Rural,Criminal Background
67,0,0,1,0.065270137,0,Employed,Rural,Criminal Background
21,1,3,2,0.700624109,1,Unemployed,Urban,Criminal Background
25,1,3,1,0.700831529,1,Unemployed,Urban,No Criminal Background
41,0,0,0,0.720780314,0,Student,Urban,No Criminal Background
28,1,1,3,1,0,Part-Time,Rural,No Criminal Background
34,1,3,3,0.850358105,0,Student,Urban,No Criminal Background
67,0,2,3,1,0,Student,Urban,No Criminal Background
38,0,1,1,1,1,Student,Urban,No Criminal Background
43,1,3,4,0.772319693,0,Student,Urban,Criminal Background
60,0,2,1,1,1,Part-Time,Rural,No Criminal Background
65,0,2,0,1,0,Unemployed,Urban,No Criminal Background
61,0,3,1,0.84035773,1,Employed,Rural,Criminal Background
62,0,0,3,0.08292268,1,Employed,Urban,No Criminal Background
44,1,0,2,0.05922774,1,Unemployed,Rural,Criminal Background
33,1,3,0,0.963239503,0,Unemployed,Urban,No Criminal Background
43,0,2,2,0.650385393,0,Unemployed,Rural,No Criminal Background
50,1,0,0,0.814606684,0,Employed,Urban,Criminal Background
48,0,0,0,0.361420603,0,Student,Rural,No Criminal Background
65,0,0,3,0.437414844,0,Student,Urban,No Criminal Background
64,1,1,1,0.970458795,1,Student,Rural,Criminal Background
23,1,0,3,0.915326737,0,Part-Time,Urban,No Criminal Background
61,1,3,3,0.092149548,0,Student,Rural,No Criminal Background
25,1,3,3,0.861478145,0,Part-Time,Urban,No Criminal Background
24,0,1,2,1,0,Employed,Rural,No Criminal Background
51,0,1,0,0.416511837,0,Part-Time,Urban,Criminal Background
61,1,3,4,0.408499106,1,Unemployed,Urban,Criminal Background
31,0,1,1,0.070528522,0,Unemployed,Urban,Criminal Background
33,1,0,3,0.016527642,1,Employed,Rural,Criminal Background
60,1,2,0,0.477006126,0,Student,Urban,Criminal Background
69,1,2,1,0.095539645,1,Employed,Urban,No Criminal Background
26,0,2,4,0.245412295,0,Unemployed,Urban,No Criminal Background
27,0,3,4,0.978016115,1,Student,Rural,Criminal Background
34,1,1,3,0.827420139,0,Unemployed,Rural,Criminal Background
29,1,2,4,0.633632437,0,Employed,Urban,No Criminal Background
23,1,0,4,0.187479331,0,Student,Urban,Criminal Background
36,1,0,1,0.870094895,1,Employed,Rural,Criminal Background
60,0,0,1,1,1,Unemployed,Rural,No Criminal Background
58,0,1,3,0.797865249,0,Student,Rural,No Criminal Background
46,1,2,0,1,0,Unemployed,Urban,Criminal Background
23,1,0,3,0.844828625,0,Student,Urban,Criminal Background
42,0,1,2,1,0,Part-Time,Rural,No Criminal Background
41,1,0,4,0.734075916,0,Part-Time,Urban,Criminal Background
42,0,2,0,0.15398777,0,Unemployed,Rural,Criminal Background
33,0,2,1,0.344097186,1,Employed,Rural,No Criminal Background
69,1,2,2,0.070189581,1,Part-Time,Rural,Criminal Background
33,0,2,2,0.010026797,0,Part-Time,Rural,Criminal Background
23,0,2,4,0.174140485,0,Student,Urban,Criminal Background
54,0,0,1,1,0,Student,Rural,No Criminal Background
38,0,2,0,0.263861465,0,Student,Urban,No Criminal Background
21,1,0,1,1,0,Unemployed,Urban,No Criminal Background
51,0,2,4,0.758858215,0,Employed,Rural,Criminal Background
45,0,0,2,0.260984336,1,Employed,Urban,Criminal Background
55,0,2,4,0.601528272,1,Student,Urban,Criminal Background
58,1,0,3,0.251959046,0,Unemployed,Urban,No Criminal Background
45,1,2,2,1,0,Student,Rural,Criminal Background
34,1,1,4,1,1,Employed,Rural,No Criminal Background
31,0,0,0,0.034851671,1,Unemployed,Rural,Criminal Background
24,1,1,0,1,0,Student,Urban,Criminal Background
39,1,0,0,0.793171618,1,Student,Urban,No Criminal Background
68,1,0,3,0.086500315,0,Employed,Rural,Criminal Background
18,0,0,1,0.848356749,0,Unemployed,Urban,Criminal Background
46,1,3,0,0.747200336,0,Employed,Rural,No Criminal Background
69,1,2,3,0.264187411,1,Unemployed,Rural,Criminal Background
48,1,1,0,1,0,Unemployed,Rural,Criminal Background
47,0,1,3,0.114925408,0,Student,Urban,Criminal Background
32,0,0,0,0.538389699,1,Employed,Urban,Criminal Background
35,1,1,1,0.014378727,1,Unemployed,Rural,No Criminal Background
52,1,1,4,1,1,Part-Time,Rural,Criminal Background
67,1,1,0,1,0,Student,Rural,No Criminal Background
47,0,1,4,0.209684741,1,Employed,Urban,Criminal Background
51,0,3,0,0.499211398,0,Unemployed,Rural,Criminal Background
59,1,0,1,0.168590497,0,Student,Rural,Criminal Background
28,0,1,4,1,0,Employed,Urban,No Criminal Background
44,1,3,3,0.058896325,0,Employed,Urban,Criminal Background
41,0,3,0,0.924447321,0,Student,Urban,Criminal Background
52,1,0,0,1,1,Unemployed,Rural,No Criminal Background
56,0,2,3,0.744290737,0,Student,Urban,No Criminal Background
25,1,2,1,0.223613723,0,Part-Time,Rural,Criminal Background
68,0,2,2,0.415904061,0,Student,Rural,No Criminal Background
35,1,1,0,0.601322242,0,Employed,Rural,No Criminal Background
30,1,0,3,0.665087249,0,Part-Time,Urban,Criminal Background
62,1,2,2,0.702096244,1,Part-Time,Rural,No Criminal Background
41,1,1,0,0.764816307,1,Unemployed,Urban,Criminal Background
68,0,0,4,0.425089844,1,Student,Urban,No Criminal Background
40,1,1,3,1,0,Unemployed,Urban,No Criminal Background
29,0,2,4,0.094007827,0,Student,Rural,Criminal Background
66,0,2,1,0.51288166,0,Employed,Urban,Criminal Background
47,1,3,2,0.936494542,1,Unemployed,Rural,Criminal Background
48,1,3,3,0.070307928,0,Employed,Rural,No Criminal Background
45,1,0,0,0.705335217,0,Employed,Urban,Criminal Background
39,1,1,0,1,0,Part-Time,Rural,Criminal Background
61,0,1,2,1,0,Unemployed,Urban,Criminal Background
45,0,2,4,0.014230582,0,Student,Urban,No Criminal Background
30,0,2,4,0.227873339,0,Unemployed,Urban,Criminal Background
42,0,0,3,0.376324387,1,Employed,Urban,Criminal Background
61,1,3,3,0.245374537,1,Part-Time,Rural,No Criminal Background
68,0,2,4,1,0,Unemployed,Urban,Criminal Background
63,1,1,3,0.903109165,0,Part-Time,Rural,Criminal Background
24,1,2,4,0.311819505,1,Part-Time,Rural,Criminal Background
62,0,3,2,1,0,Employed,Urban,Criminal Background
23,0,1,3,1,0,Unemployed,Rural,No Criminal Background
41,0,3,4,0.396030935,1,Unemployed,Urban,Criminal Background
36,0,0,3,0.479285185,0,Unemployed,Urban,Criminal Background
36,0,0,0,0.219371744,0,Part-Time,Urban,Criminal Background
53,0,3,0,1,0,Student,Rural,Criminal Background
68,1,1,1,0.713869164,0,Unemployed,Urban,Criminal Background
26,1,3,4,0.940859522,0,Employed,Rural,No Criminal Background
65,1,2,1,0.346499771,0,Part-Time,Urban,Criminal Background
53,0,2,4,0.994272052,0,Student,Rural,Criminal Background
55,1,3,3,0.061969876,0,Unemployed,Urban,Criminal Background
57,1,2,4,1,0,Student,Rural,No Criminal Background
46,1,3,0,0.912034367,0,Part-Time,Urban,Criminal Background
41,1,2,3,0.381363092,0,Student,Rural,No Criminal Background
65,1,3,0,0.774722165,0,Part-Time,Urban,Criminal Background
22,1,2,3,0.789870823,0,Student,Rural,Criminal Background
59,0,1,4,1,0,Student,Urban,No Criminal Background
62,0,1,4,0.425855404,0,Part-Time,Rural,Criminal Background
43,0,2,0,0.563279206,0,Student,Urban,Criminal Background
31,1,3,2,0.951499574,0,Employed,Urban,No Criminal Background
56,0,2,4,0.984903009,0,Unemployed,Urban,Criminal Background
46,0,0,2,0.499899466,1,Student,Rural,Criminal Background
69,1,0,3,0.976812644,0,Student,Rural,Criminal Background
23,0,3,2,0.051649443,0,Student,Urban,No Criminal Background
24,1,2,0,0.944320911,0,Unemployed,Rural,No Criminal Background
54,0,2,1,0.227442445,1,Part-Time,Urban,Criminal Background
35,1,1,1,0.394846853,0,Unemployed,Urban,Criminal Background
40,1,3,0,0.493214844,0,Student,Urban,No Criminal Background
61,0,0,1,0.571387684,0,Part-Time,Rural,Criminal Background
55,1,0,0,0.520570107,0,Student,Urban,Criminal Background
18,0,3,4,0.629215813,1,Part-Time,Rural,No Criminal Background
21,1,0,2,0.348104076,1,Student,Rural,No Criminal Background
68,0,3,1,0.192750264,0,Student,Urban,No Criminal Background
61,0,0,4,0.976355402,0,Part-Time,Rural,Criminal Background
64,1,0,1,0.461972452,1,Employed,Rural,Criminal Background
52,0,3,3,0.671883126,0,Unemployed,Rural,No Criminal Background
40,0,3,0,0.70916639,0,Part-Time,Urban,Criminal Background
44,0,0,0,1,1,Unemployed,Urban,Criminal Background
43,1,0,4,0.81722352,0,Employed,Rural,Criminal Background
69,1,1,3,0.063006487,1,Employed,Rural,Criminal Background
25,0,2,2,0.9224164,0,Part-Time,Urban,No Criminal Background
60,0,3,3,1,0,Employed,Urban,Criminal Background
33,1,3,3,0.496109277,0,Employed,Rural,No Criminal Background
58,1,2,2,0.969590336,1,Student,Urban,Criminal Background
20,0,1,2,0.72247394,0,Student,Urban,No Criminal Background
49,1,0,3,0.482596796,0,Employed,Rural,No Criminal Background
22,1,0,1,0.331404765,1,Student,Urban,Criminal Background
37,0,1,1,0.911371058,0,Employed,Rural,No Criminal Background
31,1,1,3,0.28957373,0,Student,Rural,Criminal Background
49,1,2,1,0.110180929,0,Employed,Rural,Criminal Background
43,1,2,2,0.028598958,0,Employed,Rural,No Criminal Background
64,0,0,2,0.369860843,0,Unemployed,Urban,No Criminal Background
23,1,1,1,0.522417498,0,Employed,Urban,No Criminal Background
53,0,1,2,0.921857667,1,Unemployed,Urban,No Criminal Background
57,1,0,0,0.322024808,0,Part-Time,Urban,Criminal Background
68,1,0,2,1,1,Employed,Rural,Criminal Background
22,0,0,3,0.353011654,0,Employed,Urban,No Criminal Background
30,0,0,4,0.58572556,1,Unemployed,Rural,No Criminal Background
49,0,0,1,0.131212368,0,Employed,Rural,No Criminal Background
33,0,2,1,0.301023623,0,Student,Rural,Criminal Background
18,1,0,2,0.061140157,0,Unemployed,Urban,No Criminal Background
30,0,1,2,0.980980892,0,Unemployed,Rural,Criminal Background
28,0,3,4,0.95422768,0,Student,Rural,Criminal Background
25,0,2,4,0.215280796,0,Employed,Urban,No Criminal Background
42,1,1,3,0.463567782,0,Part-Time,Rural,Criminal Background
57,1,3,0,0.016616227,0,Part-Time,Urban,Criminal Background
49,0,2,3,0.923474261,0,Part-Time,Urban,Criminal Background
41,0,0,1,1,1,Unemployed,Rural,No Criminal Background
45,0,2,2,0.084017167,1,Unemployed,Rural,No Criminal Background
31,0,0,3,0.40135437,0,Student,Urban,Criminal Background
62,1,0,2,0.955286614,0,Employed,Urban,No Criminal Background
20,0,0,2,0.45279125,0,Student,Rural,Criminal Background
53,1,3,3,0.635396977,1,Unemployed,Rural,No Criminal Background
44,0,2,3,0.451336055,1,Part-Time,Rural,Criminal Background
37,0,0,4,0.688531753,0,Employed,Rural,No Criminal Background
64,1,1,0,1,0,Part-Time,Rural,No Criminal Background
32,0,2,4,1,0,Employed,Rural,Criminal Background
44,0,1,0,1,0,Part-Time,Rural,No Criminal Background
62,0,3,3,0.51367725,0,Employed,Rural,Criminal Background
58,0,3,0,0.571069192,0,Part-Time,Rural,No Criminal Background
45,1,2,1,0.412024684,0,Student,Rural,No Criminal Background
42,0,3,4,1,0,Unemployed,Urban,No Criminal Background
59,0,3,4,0.778536336,1,Student,Urban,No Criminal Background
61,1,2,4,0.49382459,0,Part-Time,Urban,Criminal Background
63,0,1,2,0.017591372,0,Employed,Urban,Criminal Background
50,1,0,2,0.546507585,0,Student,Rural,Criminal Background
63,0,2,3,1,0,Part-Time,Urban,Criminal Background
31,0,2,3,0.694755652,1,Unemployed,Rural,No Criminal Background
25,0,0,2,0.231773104,0,Employed,Rural,No Criminal Background
65,1,1,4,0.027838121,0,Student,Rural,Criminal Background
31,1,0,2,0.428304788,0,Unemployed,Rural,Criminal Background
18,0,0,0,1,0,Part-Time,Rural,Criminal Background
33,1,1,4,1,1,Employed,Urban,Criminal Background
35,0,1,2,1,0,Part-Time,Urban,No Criminal Background
24,1,0,3,0.729419993,0,Employed,Urban,Criminal Background
32,0,0,2,0.741353079,0,Unemployed,Rural,No Criminal Background
41,1,2,1,0.679289068,0,Unemployed,Urban,No Criminal Background
66,0,1,2,0.81818987,0,Unemployed,Urban,No Criminal Background
68,1,3,4,0.74240177,0,Student,Rural,No Criminal Background
30,1,1,2,0.527780266,0,Student,Rural,No Criminal Background
26,1,0,3,0.669204005,1,Student,Urban,No Criminal Background
32,1,0,0,0.127692721,0,Part-Time,Rural,No Criminal Background
52,0,0,1,0.306878079,0,Student,Rural,Criminal Background
41,0,0,4,1,0,Employed,Urban,Criminal Background
50,1,3,3,1,0,Unemployed,Urban,No Criminal Background
33,0,1,1,0.747065417,0,Part-Time,Rural,Criminal Background
25,1,3,2,0.033217398,0,Part-Time,Rural,No Criminal Background
46,0,3,1,1,0,Student,Urban,Criminal Background
40,1,0,0,0.702064258,1,Employed,Urban,Criminal Background
62,0,3,1,0.576119856,0,Unemployed,Urban,Criminal Background
48,0,0,1,0.691127679,1,Part-Time,Rural,Criminal Background
57,1,0,2,0.49424106,1,Unemployed,Urban,Criminal Background
66,1,0,2,0.511873149,1,Employed,Urban,Criminal Background
31,1,3,4,1,0,Unemployed,Urban,Criminal Background
47,1,0,2,0.169138459,1,Student,Rural,Criminal Background
56,1,3,1,0.137698529,1,Unemployed,Rural,No Criminal Background
44,0,1,0,0.003601943,0,Part-Time,Urban,No Criminal Background
64,1,0,2,0.329700394,0,Student,Rural,No Criminal Background
33,0,2,4,0.162155143,0,Student,Urban,Criminal Background
68,1,2,4,0.219985495,0,Student,Urban,No Criminal Background
23,0,2,1,0.013599169,0,Student,Urban,No Criminal Background
50,0,2,2,0.262410704,0,Part-Time,Rural,Criminal Background
61,1,2,2,0.332711582,1,Employed,Urban,No Criminal Background
35,1,3,4,0.033145871,0,Employed,Rural,No Criminal Background
33,0,1,2,0.842555116,1,Student,Rural,Criminal Background
29,0,3,1,0.625680384,0,Employed,Urban,Criminal Background
37,1,0,0,0.101887567,0,Part-Time,Rural,No Criminal Background
62,0,1,1,0.785412906,0,Employed,Urban,Criminal Background
57,0,1,2,1,0,Employed,Urban,Criminal Background
46,0,1,1,1,1,Part-Time,Urban,No Criminal Background
47,0,1,3,0.003878282,0,Employed,Urban,Criminal Background
43,0,2,3,0.91866195,0,Student,Rural,No Criminal Background
39,0,0,2,0.427862384,1,Student,Urban,Criminal Background
50,1,1,2,0.076381644,0,Part-Time,Urban,Criminal Background
56,1,1,0,0.355179856,1,Student,Urban,No Criminal Background
64,1,2,1,0.321736516,0,Student,Urban,Criminal Background
46,1,3,0,0.549406451,0,Student,Rural,Criminal Background
39,0,3,2,0.763551751,0,Student,Rural,No Criminal Background
62,1,3,2,0.749055612,1,Student,Urban,Criminal Background
30,0,0,4,0.284018014,0,Employed,Rural,Criminal Background
26,0,3,0,0.38934239,1,Part-Time,Urban,Criminal Background
41,1,1,2,0.425566755,1,Unemployed,Urban,Criminal Background
32,1,2,3,0.399010555,0,Part-Time,Urban,No Criminal Background
53,0,2,4,1,0,Part-Time,Rural,Criminal Background
30,1,3,1,0.777943303,1,Part-Time,Urban,Criminal Background
44,1,2,4,1,0,Employed,Rural,Criminal Background
61,0,1,1,0.960651929,0,Part-Time,Rural,Criminal Background
54,0,3,3,0.446897772,0,Part-Time,Urban,Criminal Background
24,0,1,1,0.540185439,1,Employed,Rural,No Criminal Background
25,0,0,0,0.537439259,1,Student,Urban,Criminal Background
54,0,1,1,0.664448748,0,Unemployed,Rural,No Criminal Background
58,0,1,1,1,0,Student,Rural,No Criminal Background
31,1,1,4,0.64449279,1,Part-Time,Rural,No Criminal Background
29,1,1,3,0.372474094,0,Student,Rural,No Criminal Background
53,1,0,1,0.774860269,1,Employed,Urban,Criminal Background
69,0,3,0,1,0,Unemployed,Urban,No Criminal Background
57,0,1,4,0.554966222,1,Student,Urban,Criminal Background
34,1,3,3,0.667808572,1,Part-Time,Urban,Criminal Background
