Age,Gender,Race,Prior_Offenses,Risk_Score,Re-Offend,Employment_Status,Location,Family_Background
65,1,2,3,0.822855524,0,Employed,Urban,Criminal Background
66,0,0,2,0.294294952,1,Employed,Rural,Criminal Background
37,0,3,2,0.56760956,0,Unemployed,Rural,No Criminal Background
26,1,0,1,1,0,Unemployed,Urban,Criminal Background
22,0,0,4,0.574947055,1,Unemployed,Urban,No Criminal Background
40,1,3,0,0.197063534,0,Employed,Urban,No Criminal Background
50,0,3,3,0.202233849,0,Unemployed,Urban,Criminal Background
55,1,0,4,0.54629625,0,Employed,Rural,No Criminal Background
31,1,1,2,1,1,Unemployed,Urban,Criminal Background
34,0,1,4,1,1,Unemployed,Urban,No Criminal Background
36,1,3,0,0.82677906,0,Part-Time,Rural,No Criminal Background
50,0,0,2,1,0,Unemployed,Urban,Criminal Background
18,1,1,1,0.897398833,0,Employed,Urban,Criminal Background
30,1,0,3,1,0,Unemployed,Urban,No Criminal Background
63,1,0,3,0.08010822,1,Student,Rural,Criminal Background
44,0,0,2,1,0,Part-Time,Rural,Criminal Background
23,1,1,1,0.574392517,0,Unemployed,Rural,No Criminal Background
23,1,2,0,1,0,Unemployed,Rural,Criminal Background
50,0,0,3,0.083306121,0,Student,Urban,Criminal Background
47,1,1,2,0.901206126,1,Student,Rural,No Criminal Background
63,1,2,3,0.772473186,1,Student,Rural,Criminal Background
52,1,3,1,0.996910889,0,Student,Urban,No Criminal Background
40,1,1,0,0.968757641,1,Student,Rural,Criminal Background
27,0,2,1,0.44187263,0,Student,Rural,No Criminal Background
68,1,1,4,0.807453151,0,Unemployed,Rural,Criminal Background
36,1,2,1,0.384878485,0,Employed,Rural,No Criminal Background
68,0,2,1,0.260361766,0,Unemployed,Rural,No Criminal Background
45,1,1,3,0.342933212,0,Unemployed,Urban,No Criminal Background
40,1,3,1,0.280843326,0,Unemployed,Urban,Criminal Background
21,0,0,2,0.603696863,0,Part-Time,Urban,No Criminal Background
37,0,2,3,1,0,Employed,Rural,No Criminal Background
36,0,0,3,1,0,Employed,Urban,Criminal Background
59,0,3,4,0.060240155,0,Part-Time,Urban,No Criminal Background
44,1,0,2,0.083894371,0,Employed,Rural,No Criminal Background
51,0,0,1,0.269630963,1,Part-Time,Urban,No Criminal Background
21,1,1,4,0.351982044,0,Unemployed,Urban,No Criminal Background
55,0,1,2,0.131516397,0,Employed,Rural,Criminal Background
24,1,3,4,0.491406127,0,Unemployed,Urban,Criminal Background
65,0,1,0,0.775797518,0,Student,Urban,Criminal Background
24,0,2,1,0.767943943,0,Unemployed,Rural,No Criminal Background
67,1,3,4,0.570601165,0,Employed,Rural,Criminal Background
69,0,1,0,0.539809181,0,Unemployed,Rural,No Criminal Background
43,0,1,1,1,1,Unemployed,Rural,No Criminal Background
43,0,3,4,0.954588952,0,Part-Time,Rural,Criminal Background
36,1,2,4,0.36358798,0,Employed,Rural,No Criminal Background
26,0,3,4,0.113612341,0,Unemployed,Rural,No Criminal Background
37,0,1,4,0.391155931,0,Part-Time,Urban,Criminal Background
59,1,1,3,0.190392955,0,Employed,Rural,Criminal Background
62,1,3,4,0.53979933,0,Student,Rural,No Criminal Background
67,0,2,3,0.197257966,0,Unemployed,Urban,No Criminal Background
33,1,2,3,0.558885045,1,Unemployed,Rural,No Criminal Background
34,1,0,0,0.293547092,0,Unemployed,Rural,No Criminal Background
39,1,2,1,0.981219591,1,Unemployed,Rural,Criminal Background
30,0,3,3,0.034873825,0,Unemployed,Urban,Criminal Background
29,0,2,2,0.610220934,0,Student,Urban,No Criminal Background
27,1,2,3,0.186437102,0,Student,Urban,Criminal Background
18,0,0,2,0.001091051,0,Employed,Urban,No Criminal Background
49,1,2,0,0.912660092,0,Employed,Rural,Criminal Background
47,0,0,2,0.738680567,1,Part-Time,Urban,Criminal Background
25,1,0,0,0.098942822,0,Part-Time,Urban,No Criminal Background
38,0,2,0,0.730479604,1,Part-Time,Urban,Criminal Background
39,1,1,0,0.770675639,1,Student,Rural,No Criminal Background
35,0,3,2,0.520692356,0,Employed,Urban,Criminal Background
19,0,3,2,0.532667414,0,Employed,Rural,Criminal Background
65,1,2,0,0.931423251,0,Student,Rural,No Criminal Background
61,0,3,0,0.283145963,1,Employed,Rural,Criminal Background
26,0,3,1,0.503862222,1,Unemployed,Urban,Criminal Background
20,0,0,0,0.380128302,0,Employed,Rural,No Criminal Background
43,0,1,4,1,0,Employed,Rural,Criminal Background
38,0,3,1,1,0,Unemployed,Urban,Criminal Background
47,0,1,1,1,1,Part-Time,Urban,No Criminal Background
45,0,3,1,0.921348039,1,Part-Time,Rural,No Criminal Background
53,0,1,4,1,0,Part-Time,Rural,Criminal Background
43,1,1,1,0.966242347,0,Student,Rural,Criminal Background
51,0,3,1,0.997587198,0,Unemployed,Rural,No Criminal Background
25,1,0,2,1,0,Unemployed,Rural,No Criminal Background
27,0,1,2,0.01015062,1,Student,Urban,Criminal Background
65,1,1,0,0.918736097,0,Unemployed,Rural,Criminal Background
60,0,3,0,0.853512119,0,Employed,Rural,No Criminal Background
67,1,1,3,1,0,Part-Time,Urban,Criminal Background
31,1,1,4,1,0,Unemployed,Rural,Criminal Background
57,0,0,2,1,0,Unemployed,Rural,No Criminal Background
32,1,1,0,1,1,Part-Time,Rural,Criminal Background
34,0,0,4,0.591117107,0,Student,Urban,Criminal Background
35,0,1,1,0.010550378,0,Part-Time,Rural,No Criminal Background
49,1,1,4,0.014591806,0,Student,Urban,Criminal Background
55,0,0,2,0.599102961,0,Student,Urban,Criminal Background
40,1,0,3,0.435272239,0,Employed,Urban,No Criminal Background
63,1,2,2,0.473807306,0,Part-Time,Rural,No Criminal Background
40,0,1,0,0.607814391,0,Unemployed,Urban,No Criminal Background
52,0,0,0,1,0,Student,Rural,Criminal Background
56,0,1,4,0.497810107,1,Employed,Rural,Criminal Background
32,0,1,2,1,0,Part-Time,Urban,Criminal Background
41,0,1,0,1,0,Student,Rural,Criminal Background
45,1,3,1,0.49950177,0,Employed,Urban,No Criminal Background
33,1,2,1,0.513978743,1,Unemployed,Urban,No Criminal Background
33,0,3,3,0.878978798,0,Student,Rural,No Criminal Background
57,0,2,4,0.817707091,0,Student,Rural,Criminal Background
56,0,1,0,0.523652122,0,Unemployed,Rural,No Criminal Background
23,1,1,3,0.148592234,0,Unemployed,Rural,Criminal Background
19,1,0,1,0.319809273,1,Unemployed,Rural,Criminal Background
30,1,2,3,0.131028506,1,Student,Urban,Criminal Background
61,0,2,3,0.340415779,0,Employed,Rural,No Criminal Background
64,0,3,0,0.302403908,1,Employed,Rural,Criminal Background
26,1,2,0,0.847040199,0,Unemployed,Rural,Criminal Background
51,0,1,0,1,0,Employed,Urban,No Criminal Background
34,0,0,4,0.867465821,1,Unemployed,Urban,No Criminal Background
44,1,3,3,1,0,Unemployed,Urban,Criminal Background
46,1,0,3,0.823338872,0,Part-Time,Rural,Criminal Background
54,0,2,4,0.800665384,1,Employed,Urban,Criminal Background
60,1,2,1,0.41406194,0,Student,Urban,No Criminal Background
39,0,3,2,0.375137651,0,Part-Time,Rural,No Criminal Background
68,1,2,1,1,0,Unemployed,Rural,No Criminal Background
41,1,0,4,0.950662895,1,Part-Time,Rural,No Criminal Background
24,0,1,3,0.685957625,1,Unemployed,Urban,No Criminal Background
51,0,3,3,0.011464819,0,Unemployed,Urban,Criminal Background
65,1,2,0,1,1,Unemployed,Urban,Criminal Background
29,0,0,0,0.329254511,1,Employed,Rural,Criminal Background
40,1,1,3,0.014327516,0,Unemployed,Rural,Criminal Background
32,0,2,3,1,1,Unemployed,Urban,No Criminal Background
50,1,3,0,0.517414189,0,Employed,Urban,No Criminal Background
30,1,2,0,0.753731821,0,Employed,Urban,Criminal Background
40,1,2,1,1,0,Unemployed,Rural,Criminal Background
55,0,2,3,0.625055774,0,Employed,Rural,No Criminal Background
49,1,1,3,0.603832887,0,Student,Urban,Criminal Background
62,1,1,4,0.4028577,0,Student,Rural,Criminal Background
67,1,2,1,0.368521555,0,Unemployed,Rural,No Criminal Background
52,1,2,2,0.836369169,0,Part-Time,Rural,Criminal Background
18,0,3,2,0.49393217,0,Employed,Urban,No Criminal Background
64,0,2,2,0.179878829,1,Part-Time,Urban,Criminal Background
62,1,0,0,0.109180722,1,Student,Rural,Criminal Background
22,1,0,2,0.628156145,1,Unemployed,Rural,Criminal Background
30,0,3,4,0.562595579,0,Student,Urban,No Criminal Background
22,1,1,0,0.784149934,1,Employed,Urban,No Criminal Background
49,0,2,0,0.518174226,0,Employed,Urban,No Criminal Background
68,1,3,2,0.16499706,0,Unemployed,Urban,No Criminal Background
38,0,1,0,0.703814798,0,Employed,Rural,No Criminal Background
41,1,3,1,0.997468344,0,Employed,Urban,No Criminal Background
35,0,1,1,0.23150893,1,Employed,Urban,Criminal Background
38,0,2,2,0.758730105,0,Part-Time,Urban,Criminal Background
27,0,3,4,0.75123197,0,Unemployed,Urban,Criminal Background
41,1,2,0,0.946960944,1,Unemployed,Urban,Criminal Background
57,0,3,3,0.200034813,0,Unemployed,Rural,No Criminal Background
64,0,1,2,1,1,Employed,Rural,Criminal Background
38,1,3,0,0.652014749,1,Employed,Rural,No Criminal Background
42,1,0,2,0.931778251,0,Employed,Urban,Criminal Background
69,1,0,2,0.283597778,0,Unemployed,Urban,Criminal Background
40,1,3,4,0.776383534,0,Part-Time,Rural,No Criminal Background
39,0,0,3,0.859133775,0,Student,Urban,No Criminal Background
21,1,2,0,0.457050563,0,Unemployed,Urban,Criminal Background
51,1,0,2,0.441546471,0,Unemployed,Urban,No Criminal Background
23,1,0,2,0.657796265,1,Part-Time,Urban,No Criminal Background
45,1,2,0,0.093407682,1,Student,Urban,Criminal Background
48,1,2,2,0.73562415,1,Student,Urban,No Criminal Background
52,1,1,2,0.054037317,0,Employed,Rural,No Criminal Background
56,1,2,2,0.209649331,0,Student,Urban,No Criminal Background
59,0,3,1,0.76708604,0,Employed,Rural,Criminal Background
40,0,0,1,0.124379439,0,Unemployed,Urban,No Criminal Background
23,0,1,3,1,1,Part-Time,Urban,No Criminal Background
33,0,2,4,1,1,Unemployed,Urban,No Criminal Background
19,0,0,0,0.688932566,0,Student,Urban,Criminal Background
41,1,3,4,0.989011878,1,Unemployed,Rural,Criminal Background
34,1,3,4,0.887580049,0,Part-Time,Urban,Criminal Background
62,1,1,1,0.326939318,0,Part-Time,Rural,No Criminal Background
18,1,3,3,0.981070384,0,Employed,Rural,Criminal Background
23,0,0,4,0.258734843,0,Unemployed,Rural,No Criminal Background
22,0,2,4,0.477410315,1,Part-Time,Rural,Criminal Background
62,1,3,2,0.558259631,1,Part-Time,Urban,Criminal Background
67,1,2,0,0.749585511,0,Part-Time,Rural,No Criminal Background
46,0,0,3,0.036470994,0,Part-Time,Urban,No Criminal Background
29,0,0,0,0.369092209,0,Student,Rural,No Criminal Background
56,0,2,1,0.808265492,1,Unemployed,Rural,No Criminal Background
64,1,0,4,0.43152268,1,Unemployed,Rural,No Criminal Background
20,1,1,4,1,1,Unemployed,Urban,No Criminal Background
65,0,3,0,0.827924071,1,Student,Rural,No Criminal Background
18,0,1,1,0.309409919,0,Student,Urban,Criminal Background
44,1,1,2,0.183870514,0,Part-Time,Rural,Criminal Background
65,1,1,2,0.792599212,0,Student,Rural,Criminal Background
41,1,2,4,0.472990694,0,Employed,Rural,No Criminal Background
61,1,2,4,0.168957041,1,Student,Urban,Criminal Background
36,0,0,3,0.359011626,1,Part-Time,Urban,No Criminal Background
25,0,2,0,0.42168955,0,Unemployed,Urban,Criminal Background
61,0,0,4,0.124892428,0,Student,Rural,Criminal Background
64,1,2,1,0.660392641,0,Unemployed,Rural,No Criminal Background
19,1,0,0,0.922105725,0,Unemployed,Rural,Criminal Background
47,1,3,3,0.604240233,0,Employed,Rural,Criminal Background
47,0,0,2,0.908920501,0,Employed,Urban,Criminal Background
66,0,3,3,0.147341672,1,Student,Rural,Criminal Background
56,0,0,0,0.551049,0,Unemployed,Urban,Criminal Background
62,1,2,2,0.609415104,0,Part-Time,Urban,No Criminal Background
49,1,2,1,0.777401795,0,Unemployed,Urban,No Criminal Background
18,0,3,2,1,1,Unemployed,Rural,Criminal Background
55,1,1,2,0.874758513,1,Employed,Urban,No Criminal Background
30,0,1,1,0.859887352,0,Employed,Urban,No Criminal Background
28,0,0,4,0.114015988,1,Employed,Urban,Criminal Background
27,0,2,4,0.803078058,0,Employed,Rural,No Criminal Background
65,0,1,2,0.956713107,0,Student,Urban,No Criminal Background
43,1,2,2,0.993479934,0,Student,Urban,No Criminal Background
37,1,2,3,0.797366802,0,Unemployed,Urban,Criminal Background
34,1,2,4,0.686830396,0,Student,Urban,Criminal Background
34,1,0,1,0.51481329,1,Part-Time,Urban,Criminal Background
21,1,3,2,0.998111345,1,Unemployed,Urban,Criminal Background
22,1,0,2,1,0,Unemployed,Rural,Criminal Background
40,0,1,3,1,0,Part-Time,Urban,Criminal Background
63,1,3,3,0.739594206,0,Unemployed,Rural,Criminal Background
69,1,1,3,0.099483082,0,Part-Time,Rural,No Criminal Background
27,1,3,0,0.763076088,0,Employed,Rural,Criminal Background
63,0,3,1,0.900227473,0,Employed,Rural,No Criminal Background
45,1,0,0,0.775568148,1,Employed,Urban,Criminal Background
50,0,2,2,0.143861474,1,Part-Time,Rural,Criminal Background
60,1,2,3,0.6537325,0,Student,Urban,Criminal Background
43,1,3,3,0.325296295,0,Student,Urban,Criminal Background
67,1,0,3,0.87431193,0,Unemployed,Urban,No Criminal Background
65,0,1,4,0.3331583,0,Employed,Rural,Criminal Background
46,0,1,1,0.993137039,0,Employed,Urban,No Criminal Background
44,1,2,0,0.339241889,0,Unemployed,Urban,No Criminal Background
35,1,2,1,0.009444007,0,Employed,Rural,No Criminal Background
57,1,1,3,0.760029494,1,Employed,Urban,Criminal Background
27,0,1,2,0.14951519,0,Part-Time,Urban,Criminal Background
59,0,0,4,0.834003713,1,Unemployed,Urban,No Criminal Background
22,1,1,1,1,0,Part-Time,Rural,Criminal Background
27,0,0,2,1,1,Employed,Urban,Criminal Background
67,0,2,3,0.285466936,0,Employed,Urban,Criminal Background
38,0,1,3,1,0,Unemployed,Urban,No Criminal Background
41,0,2,3,0.427799465,0,Employed,Urban,No Criminal Background
55,1,3,3,1,0,Student,Rural,No Criminal Background
20,1,3,4,0.826864047,0,Part-Time,Rural,No Criminal Background
57,0,3,4,0.085379583,1,Part-Time,Rural,No Criminal Background
48,0,1,1,0.591162915,1,Student,Urban,Criminal Background
58,0,2,3,0.42670705,0,Unemployed,Urban,No Criminal Background
54,1,1,4,1,0,Unemployed,Urban,No Criminal Background
19,1,2,2,0.430799996,0,Employed,Rural,No Criminal Background
19,0,0,4,0.909304539,1,Unemployed,Rural,No Criminal Background
56,0,1,4,0.795214537,1,Student,Urban,Criminal Background
66,0,3,1,1,0,Unemployed,Urban,Criminal Background
59,0,0,4,1,0,Employed,Urban,No Criminal Background
61,1,2,2,0.44908449,1,Student,Rural,Criminal Background
51,1,1,3,0.868293854,0,Employed,Urban,No Criminal Background
59,1,2,0,0.870933099,0,Part-Time,Rural,No Criminal Background
37,1,2,1,1,0,Part-Time,Rural,No Criminal Background
50,1,1,2,0.094025284,1,Unemployed,Urban,Criminal Background
21,1,1,1,0.362494559,0,Student,Urban,Criminal Background
62,0,2,3,0.352253045,1,Student,Urban,No Criminal Background
61,0,2,4,0.501785074,0,Student,Rural,No Criminal Background
28,1,0,4,0.169264751,0,Employed,Urban,No Criminal Background
59,1,3,2,0.521016174,0,Student,Rural,Criminal Background
64,1,2,3,0.8008313,1,Unemployed,Rural,No Criminal Background
22,0,3,0,0.547100312,0,Part-Time,Urban,No Criminal Background
42,0,0,0,0.842228265,0,Unemployed,Urban,Criminal Background
66,0,3,4,0.076740085,0,Part-Time,Rural,No Criminal Background
54,0,3,3,1,0,Part-Time,Rural,Criminal Background
51,1,0,3,1,1,Unemployed,Urban,No Criminal Background
26,0,2,2,0.713683075,0,Part-Time,Rural,Criminal Background
23,1,3,0,0.881390999,1,Part-Time,Urban,No Criminal Background
35,0,2,2,0.15904968,1,Employed,Urban,No Criminal Background
31,0,2,1,1,0,Unemployed,Urban,Criminal Background
36,0,1,3,0.198953653,1,Unemployed,Urban,No Criminal Background
31,0,2,0,0.54193959,0,Unemployed,Rural,Criminal Background
57,1,2,2,0.323818535,0,Part-Time,Urban,No Criminal Background
34,1,3,4,0.585591825,0,Student,Urban,Criminal Background
52,1,2,1,0.316590262,1,Student,Rural,No Criminal Background
46,1,2,2,0.669179311,0,Part-Time,Rural,Criminal Background
59,1,1,4,0.440864747,0,Student,Urban,Criminal Background
34,1,1,0,1,1,Student,Urban,No Criminal Background
60,1,3,0,0.665578032,1,Part-Time,Rural,No Criminal Background
25,0,3,1,0.285969963,0,Unemployed,Rural,Criminal Background
18,1,1,4,0.403355306,0,Employed,Urban,Criminal Background
62,0,1,3,1,0,Unemployed,Rural,Criminal Background
53,1,0,0,0.466674298,0,Unemployed,Rural,No Criminal Background
24,0,2,3,0.711675109,0,Unemployed,Rural,Criminal Background
63,1,3,3,0.681389033,0,Employed,Rural,Criminal Background
22,0,3,2,0.439979207,0,Unemployed,Urban,Criminal Background
41,1,2,2,0.293978631,1,Student,Urban,No Criminal Background
45,1,2,0,0.475254903,0,Employed,Urban,No Criminal Background
60,1,3,3,0.214880972,0,Student,Urban,No Criminal Background
34,1,1,2,0.35810534,0,Employed,Rural,Criminal Background
54,0,1,4,0.086040779,0,Student,Rural,Criminal Background
37,1,2,4,0.367044108,0,Unemployed,Rural,No Criminal Background
20,1,3,4,0.387250193,0,Unemployed,Rural,No Criminal Background
54,0,2,4,1,0,Unemployed,Urban,No Criminal Background
43,1,1,3,0.77844205,0,Student,Urban,No Criminal Background
32,0,0,4,0.909426701,0,Student,Rural,Criminal Background
68,0,0,3,0.049914978,0,Part-Time,Urban,No Criminal Background
65,1,1,0,0.127844032,0,Student,Urban,No Criminal Background
25,1,2,0,0.855263809,0,Employed,Rural,Criminal Background
30,0,0,4,0.867669198,0,Unemployed,Urban,Criminal Background
65,1,1,4,0.229178437,0,Employed,Urban,No Criminal Background
20,0,3,4,0.514292563,1,Part-Time,Rural,No Criminal Background
18,1,2,0,0.565606125,0,Part-Time,Rural,No Criminal Background
26,1,2,2,0.885790321,1,Student,Rural,No Criminal Background
48,0,0,0,0.076421169,1,Unemployed,Urban,Criminal Background
58,1,2,4,0.626558404,1,Employed,Rural,No Criminal Background
43,1,0,2,0.752887718,0,Part-Time,Rural,No Criminal Background
34,1,0,2,0.977891858,1,Part-Time,Urban,No Criminal Background
51,0,1,1,1,1,Employed,Urban,No Criminal Background
26,1,0,3,0.319042547,0,Part-Time,Rural,Criminal Background
68,0,3,4,0.780537113,0,Employed,Urban,No Criminal Background
30,1,2,3,0.965546524,1,Unemployed,Urban,Criminal Background
22,0,0,1,0.842844502,0,Student,Rural,No Criminal Background
58,1,2,3,0.861151271,0,Employed,Rural,No Criminal Background
30,1,0,4,1,1,Unemployed,Urban,No Criminal Background
18,0,1,1,0.150066178,0,Employed,Rural,Criminal Background
42,1,3,3,0.115240243,0,Part-Time,Urban,Criminal Background
64,0,2,0,1,0,Unemployed,Urban,No Criminal Background
21,1,1,2,0.333131669,0,Employed,Urban,Criminal Background
53,0,2,1,0.074054899,1,Unemployed,Urban,Criminal Background
69,1,1,0,0.556103645,0,Employed,Rural,No Criminal Background
27,0,3,4,0.901864603,1,Employed,Urban,Criminal Background
45,1,0,2,0.152827266,0,Unemployed,Rural,Criminal Background
23,0,1,1,1,0,Unemployed,Urban,Criminal Background
44,0,2,2,0.004574065,0,Unemployed,Urban,Criminal Background
29,1,2,1,0.11522432,0,Part-Time,Rural,Criminal Background
69,0,1,1,0.534906437,1,Student,Rural,No Criminal Background
65,0,3,3,0.091962509,0,Employed,Urban,No Criminal Background
20,1,3,2,0.930491834,1,Employed,Urban,No Criminal Background
63,1,0,2,1,0,Unemployed,Rural,Criminal Background
50,1,0,0,0.793349238,0,Employed,Rural,No Criminal Background
27,1,2,4,0.254603613,0,Student,Rural,Criminal Background
48,1,2,0,0.523247075,1,Student,Urban,No Criminal Background
32,1,0,3,0.193397952,0,Employed,Rural,Criminal Background
24,0,0,1,0.309406295,0,Employed,Urban,Criminal Background
53,0,0,3,0.685384029,0,Unemployed,Rural,Criminal Background
31,0,1,3,1,0,Student,Rural,No Criminal Background
65,1,0,0,0.099387099,0,Employed,Rural,Criminal Background
31,1,1,1,0.356036037,0,Student,Urban,No Criminal Background
20,0,1,4,1,1,Employed,Rural,Criminal Background
66,0,0,3,0.495637432,0,Part-Time,Rural,Criminal Background
63,1,3,4,0.938869674,0,Student,Urban,No Criminal Background
67,0,3,1,1,0,Part-Time,Rural,No Criminal Background
20,1,2,1,0.66622468,0,Unemployed,Urban,Criminal Background
39,1,0,0,0.316848411,0,Student,Urban,Criminal Background
36,0,2,2,0.869854489,1,Employed,Urban,Criminal Background
52,1,0,0,0.167276272,1,Employed,Rural,No Criminal Background
29,1,2,4,0.264649203,0,Part-Time,Rural,Criminal Background
22,1,1,0,1,0,Student,Urban,Criminal Background
27,1,0,1,0.433645925,1,Student,Urban,Criminal Background
58,0,3,3,0.221691731,1,Student,Urban,Criminal Background
50,1,0,2,0.786234337,0,Unemployed,Rural,No Criminal Background
30,1,2,1,0.732761861,0,Student,Urban,No Criminal Background
52,0,2,3,0.17403663,1,Unemployed,Urban,No Criminal Background
68,1,2,4,0.290829273,0,Employed,Rural,No Criminal Background
49,1,2,4,0.232340593,0,Part-Time,Rural,Criminal Background
28,0,2,4,0.417840092,1,Part-Time,Urban,Criminal Background
65,0,2,0,0.839789385,1,Student,Urban,No Criminal Background
55,1,3,4,0.713708102,0,Part-Time,Urban,Criminal Background
41,1,2,4,0.66252391,0,Student,Urban,Criminal Background
52,0,3,0,0.007259805,0,Employed,Rural,Criminal Background
36,1,0,3,0.142143313,1,Employed,Urban,No Criminal Background
23,1,1,1,0.281354912,1,Employed,Rural,No Criminal Background
57,1,3,2,0.285553638,1,Part-Time,Rural,No Criminal Background
62,0,0,4,0.161069196,0,Student,Urban,Criminal Background
61,1,1,4,0.594547234,0,Unemployed,Rural,Criminal Background
59,0,3,4,0.082698644,0,Employed,Urban,Criminal Background
52,0,3,0,0.86627563,0,Employed,Rural,No Criminal Background
21,0,0,0,0.996466796,0,Unemployed,Urban,No Criminal Background
50,0,2,0,0.839046704,0,Unemployed,Rural,No Criminal Background
30,1,3,2,0.103609133,0,Part-Time,Rural,No Criminal Background
53,0,3,1,0.979091487,1,Employed,Urban,Criminal Background
60,1,0,4,1,0,Part-Time,Rural,Criminal Background
36,0,2,3,0.257102903,1,Employed,Rural,No Criminal Background
60,0,1,4,0.97663079,0,Part-Time,Rural,No Criminal Background
29,1,2,4,0.972439118,1,Part-Time,Rural,Criminal Background
28,0,2,4,0.788751875,0,Unemployed,Rural,Criminal Background
23,0,0,4,0.410781998,0,Student,Rural,No Criminal Background
29,1,2,1,0.502486651,0,Student,Rural,No Criminal Background
44,0,0,3,0.650837448,0,Student,Rural,No Criminal Background
58,0,1,0,0.555282943,0,Employed,Rural,Criminal Background
42,0,3,3,1,1,Unemployed,Urban,Criminal Background
59,1,3,4,0.898238856,0,Unemployed,Rural,Criminal Background
20,0,0,3,0.352559797,0,Unemployed,Rural,Criminal Background
20,1,0,4,0.644112906,0,Employed,Urban,Criminal Background
37,1,2,3,0.723123608,0,Part-Time,Rural,No Criminal Background
45,1,2,2,0.161880667,1,Part-Time,Rural,No Criminal Background
40,0,3,3,0.394268317,0,Student,Urban,No Criminal Background
65,0,3,0,1,0,Student,Rural,No Criminal Background
20,0,3,0,0.62389041,1,Employed,Urban,No Criminal Background
59,0,0,3,0.262567273,0,Employed,Urban,Criminal Background
41,1,1,3,0.17017973,1,Student,Rural,No Criminal Background
60,1,1,1,0.621872272,0,Part-Time,Urban,No Criminal Background
57,0,0,3,0.662699725,0,Part-Time,Urban,No Criminal Background
23,0,2,0,0.444185995,0,Unemployed,Rural,Criminal Background
37,1,1,2,0.794324196,0,Student,Rural,No Criminal Background
28,0,2,0,0.08310847,1,Student,Urban,Criminal Background
49,0,3,1,0.18439998,0,Part-Time,Rural,No Criminal Background
44,0,3,3,0.691036384,0,Unemployed,Urban,No Criminal Background
38,0,2,2,0.067997263,0,Student,Urban,Criminal Background
61,0,3,0,1,0,Part-Time,Rural,No Criminal Background
65,0,0,2,0.156361008,1,Part-Time,Urban,No Criminal Background
67,1,2,4,0.778377455,0,Part-Time,Rural,Criminal Background
30,1,2,0,0.472378156,1,Unemployed,Rural,No Criminal Background
39,1,2,4,0.482743705,1,Unemployed,Rural,Criminal Background
52,1,1,2,0.963760806,0,Part-Time,Rural,Criminal Background
64,0,2,3,0.6318196,1,Unemployed,Urban,Criminal Background
39,0,2,3,0.96385187,0,Unemployed,Rural,Criminal Background
45,1,2,3,0.67102025,0,Unemployed,Rural,Criminal Background
38,1,1,4,0.85911984,0,Unemployed,Rural,No Criminal Background
63,1,3,3,0.760714628,0,Employed,Urban,No Criminal Background
35,1,1,1,0.765209016,1,Student,Rural,No Criminal Background
48,1,0,0,0.67717662,0,Student,Urban,Criminal Background
63,0,2,0,0.998362783,0,Unemployed,Urban,No Criminal Background
54,0,0,2,1,0,Part-Time,Urban,Criminal Background
38,1,1,4,0.497265323,0,Student,Urban,No Criminal Background
31,1,3,0,0.766555864,0,Unemployed,Rural,Criminal Background
42,0,3,4,0.109610047,1,Student,Rural,Criminal Background
44,0,2,2,0.434152695,0,Part-Time,Urban,No Criminal Background
57,0,3,3,0.521242271,1,Unemployed,Urban,No Criminal Background
40,1,1,2,1,1,Part-Time,Rural,No Criminal Background
48,0,1,1,0.677677971,0,Student,Urban,Criminal Background
64,1,3,3,0.731066373,0,Employed,Urban,No Criminal Background
46,1,2,3,0.0190074,0,Part-Time,Urban,Criminal Background
64,0,2,3,0.616962388,1,Unemployed,Rural,No Criminal Background
47,0,1,2,1,0,Unemployed,Urban,Criminal Background
68,0,3,1,0.2467453,0,Part-Time,Urban,Criminal Background
43,1,1,4,0.037826622,0,Employed,Urban,No Criminal Background
37,0,1,2,0.660774955,0,Student,Rural,No Criminal Background
